m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,13.3,15.2,16.9,17.8,4.0,0.37,8.0
1,2,10.6,12.6,14.7,25.0,6.0,0.62,15.0
1,3,10.3,11.6,13.9,22.5,7.0,0.67,14.0
2,1,9.8,12.8,14.5,25.2,5.0,0.45,5.0
2,2,10.5,12.5,14.1,23.0,4.0,0.4,1.0
2,3,12.5,14.6,16.5,23.7,3.0,0.33,1.0
3,1,11.3,13.3,15.3,19.0,6.0,0.6,8.0
3,2,11.1,13.0,14.9,28.2,6.0,0.57,6.0
3,3,12.3,14.5,17.5,20.9,3.0,0.27,2.0
4,1,13.3,15.5,18.5,22.5,3.0,0.33,1.0
4,2,14.5,16.4,19.3,18.5,4.0,0.35,7.0
4,3,14.9,17.9,20.8,19.8,2.0,0.2,0.0
5,1,16.0,18.6,21.6,21.4,3.0,0.25,2.0
5,2,16.7,20.5,23.6,14.9,1.0,0.1,0.0
5,3,18.4,21.1,24.7,18.8,2.0,0.18,0.0
6,1,20.5,23.6,27.0,20.5,1.0,0.1,0.0
6,2,21.5,24.4,27.3,19.3,1.0,0.1,0.0
6,3,22.6,25.4,28.3,24.6,0.0,0.0,0.0
7,1,23.4,26.4,29.2,27.0,0.0,0.03,0.0
7,2,23.3,26.0,29.2,27.7,0.0,0.03,0.0
7,3,24.0,26.7,29.6,26.6,0.0,0.0,0.0
8,1,24.4,26.8,30.0,26.7,0.0,0.0,0.0
8,2,23.9,26.2,28.8,27.0,0.0,0.0,0.0
8,3,23.5,26.1,28.7,22.7,2.0,0.16,0.0
9,1,22.8,24.9,27.8,26.3,1.0,0.11,0.0
9,2,21.5,24.1,27.0,23.5,1.0,0.08,0.0
9,3,20.0,22.3,25.6,21.9,1.0,0.08,0.0
10,1,19.0,21.1,23.6,22.2,1.0,0.13,0.0
10,2,17.5,19.5,22.5,24.8,2.0,0.23,1.0
10,3,17.0,18.6,21.0,24.5,1.0,0.09,1.0
11,1,16.3,17.8,20.0,23.6,1.0,0.1,0.0
11,2,14.1,16.2,18.7,22.5,3.0,0.3,0.0
11,3,14.1,16.1,17.9,20.7,6.0,0.57,14.0
12,1,13.4,15.5,17.4,19.9,6.0,0.56,20.0
12,2,11.6,14.4,16.4,22.7,4.0,0.39,3.0
12,3,11.8,14.5,16.0,16.1,5.0,0.43,6.0
