m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,7.4,11.5,15.0,12.9,4.0,0.43,2.0
1,2,7.4,10.5,13.6,15.9,6.0,0.6,14.0
1,3,6.2,10.5,14.1,14.3,8.0,0.7,20.0
2,1,6.7,10.8,14.0,17.6,5.0,0.5,5.0
2,2,6.5,10.2,13.8,15.4,4.0,0.37,1.0
2,3,7.5,11.3,15.0,15.5,4.0,0.48,4.0
3,1,7.5,12.2,16.0,10.7,5.0,0.47,21.0
3,2,7.6,12.2,15.5,15.8,4.0,0.4,29.0
3,3,8.3,12.7,16.2,15.8,3.0,0.27,5.0
4,1,11.2,15.0,17.9,12.9,4.0,0.4,32.0
4,2,11.8,15.6,19.0,11.1,6.0,0.55,31.0
4,3,12.2,16.6,21.6,9.5,3.0,0.25,2.0
5,1,14.2,18.3,22.0,11.0,3.0,0.25,5.0
5,2,14.2,19.3,24.2,8.4,2.0,0.15,1.0
5,3,16.4,21.3,25.2,9.0,4.0,0.36,4.0
6,1,18.6,23.5,27.5,9.3,3.0,0.26,0.0
6,2,20.2,25.1,28.5,9.6,2.0,0.17,0.0
6,3,23.0,26.9,30.5,14.2,0.0,0.0,0.0
7,1,23.7,27.2,31.2,14.5,1.0,0.07,0.0
7,2,24.0,27.4,31.5,16.0,0.0,0.03,0.0
7,3,23.9,28.0,32.3,14.6,0.0,0.0,0.0
8,1,24.3,28.0,32.1,13.9,0.0,0.03,0.0
8,2,23.0,26.9,30.6,13.1,0.0,0.03,0.0
8,3,23.0,26.5,31.0,11.4,2.0,0.23,1.0
9,1,22.0,25.6,29.4,15.0,2.0,0.2,0.0
9,2,20.0,24.4,27.6,14.1,2.0,0.23,0.0
9,3,17.5,21.9,26.0,10.5,2.0,0.2,5.0
10,1,16.7,21.0,24.8,12.1,1.0,0.07,0.0
10,2,15.9,19.4,22.9,13.4,2.0,0.17,0.0
10,3,14.0,18.1,21.6,13.8,1.0,0.12,0.0
11,1,13.5,17.5,21.3,13.8,3.0,0.26,0.0
11,2,11.1,15.4,18.8,10.4,5.0,0.5,20.0
11,3,11.1,14.5,18.2,14.1,7.0,0.7,44.0
12,1,10.2,13.3,16.6,12.1,7.0,0.67,70.0
12,2,9.7,13.2,16.3,13.7,6.0,0.57,23.0
12,3,8.8,11.9,15.0,13.2,5.0,0.45,12.0
